Column1;metaphor;sourceFrame;targetFrame;sourceRole;targetRole;example;gpt4_output;key_concepts
95;IDEAS_ARE_OBJECTS;Object;Idea;object_entity;idea_self;You'd need an electron microscope to find the point of this essay;"In the metaphor IDEAS_ARE_OBJECTS, the source frame is ""Object"" and the target frame is ""Idea"". The source role is ""object_entity"" and the target role is ""idea_self"". The example given is: ""You'd need an electron microscope to find the point of this essay"" (Reddy 1979).

This metaphorical connection implies that *ideas*, like *objects*, have a tangible, physical presence that can be examined, manipulated, and understood. The metaphor suggests that ideas, like objects, have a *size* and *location* that can be pinpointed. In the example, the point of the essay (the idea) is so small that it would require an electron microscope to find it. This implies that the idea is not only difficult to grasp, but also minuscule and perhaps insignificant.

The metaphor also suggests a *process of discovery or exploration*, similar to how one would use an electron microscope to explore the microscopic world. This implies that understanding ideas may require careful, detailed examination and a willingness to delve into the complex, intricate details.

Furthermore, the metaphor implies that ideas, like objects, can be *hidden* or *obscure*. Just as an object might be too small to see with the naked eye, an idea might be too complex or subtle to understand without careful analysis. This highlights the *challenge* and *effort* required to understand complex ideas.

Lastly, the metaphor suggests that ideas, like objects, can be *measured* or *quantified*. The use of an electron microscope implies a level of precision and accuracy, suggesting that ideas can be evaluated and assessed in a similar manner. This introduces the concept of *evaluation* and *judgment* in understanding and interpreting ideas.

In summary, the metaphor IDEAS_ARE_OBJECTS encapsulates several key concepts: *tangibility*, *size and location*, *discovery and exploration*, *hidden or obscure nature*, *challenge and effort*, and *measurement and evaluation*.";"ideas; objects; size; location; process of discovery or exploration; hidden; obscure; challenge; effort; measured; quantified; evaluation; judgment; tangibility; size and location; discovery and exploration; hidden or obscure nature; challenge and effort; measurement and evaluation"
96;IDEAS_ARE_POSSESSIONS;Possession;Idea;"possession;possessor";"idea_self;idea_cognizer";"I have an idea ; She gave me a good idea ; Keep your opinion to yourself!";"In the metaphor IDEAS_ARE_POSSESSIONS, the source frame is Possession and the target frame is Idea. The roles in the source frame are possession and possessor, while in the target frame, the roles are idea_self and idea_cognizer.

The metaphorical connection between the roles in the source frame and those in the target frame can be understood as follows: The *possession* in the source frame corresponds to the *idea_self* in the target frame. This implies that ideas are treated as tangible objects that can be owned, given, or kept. The *possessor* in the source frame corresponds to the *idea_cognizer* in the target frame, suggesting that the person who has the idea is the owner of that idea, similar to how a person owns a possession.

The linguistic ties between these roles are evident in the examples provided. Phrases like ""I have an idea"" and ""She gave me a good idea"" use language typically associated with physical possessions to describe the conceptual process of thinking and sharing ideas. Similarly, ""Keep your opinion to yourself"" uses the language of possession to convey the concept of retaining one's thoughts or ideas.

Conceptually, this metaphor encapsulates the dynamics of *ownership*, *transfer*, and *control* over ideas. Just as possessions are owned, ideas are perceived as being owned by the individual who conceived them. The act of sharing or giving an idea is metaphorically likened to the transfer of a possession from one person to another. The phrase ""Keep your opinion to yourself"" implies a sense of control or restriction over one's ideas, akin to how one might control access to their possessions.

This metaphor also implies the concept of *value*. Just as possessions can have value, so too can ideas. This is evident in the phrase ""She gave me a good idea"", where the idea is not just transferred, but also appraised for its quality or value.

Furthermore, the metaphor suggests a sense of *individuality* and *uniqueness* of ideas. Just as possessions can be unique to the possessor, ideas are unique to the idea_cognizer. This uniqueness is often a reflection of the individual's personal experiences, knowledge, and perspective, much like how possessions can reflect the owner's tastes and preferences.

In conclusion, the metaphor IDEAS_ARE_POSSESSIONS draws a parallel between the tangible world of possessions and the intangible world of ideas, highlighting concepts of ownership, transfer, control, value, individuality, and uniqueness.";"possession; idea_self; possessor; idea_cognizer; ownership; transfer; control; value; individuality; uniqueness"
97;IMPORTANCE_IS_SIZE;Size;Importance;"size_scale;entity;scalar_position";"importance_scale;entity_evaluated_for_importance;degree_of_importance";"A big part of this mission was not to contaminate the planet with Earth organisms; Texaco is a relatively small player in the California gasoline market but a bigger factor in the Eastern states that want to follow California's lead";"In the metaphor IMPORTANCE_IS_SIZE, the source frame is Size and the target frame is Importance. The metaphorical connection is established through the conceptualization of *importance* as *size*. This metaphor allows us to understand abstract concepts like importance in terms of more concrete, tangible concepts like size.

The source roles include size_scale, entity, and scalar_position. The target roles include importance_scale, entity_evaluated_for_importance, and degree_of_importance.

The linguistic ties between these roles can be seen in the examples provided. For instance, the phrase ""a big part of this mission"" uses the term ""big"" (from the source role size_scale) to denote the importance of not contaminating the planet with Earth organisms (the target role entity_evaluated_for_importance). Similarly, the phrase ""Texaco is a relatively small player"" uses ""small"" (from the source role size_scale) to denote Texaco's lesser importance (the target role degree_of_importance) in the California gasoline market.

Conceptually, the metaphor operates on the premise that *larger size implies greater importance*, and *smaller size implies lesser importance*. This is a common cognitive pattern in human thought, where we often equate physical magnitude with significance or importance.

Diving deeper into the metaphor, we can extract the concepts of *comparison* and *relative importance*. Just as objects can be compared based on their size, entities can be compared based on their importance. The metaphor also implies a *scale of importance*, paralleling the physical scale used to measure size.

Furthermore, the metaphor encompasses nuances such as *perception of importance*, *context-dependent importance*, and *fluctuation in importance*. For instance, Texaco's importance varies depending on the geographical context - it's a smaller player in California but a bigger factor in the Eastern states. This mirrors how the perceived size of an object can change depending on the viewer's perspective or the comparison context.

Overall, the IMPORTANCE_IS_SIZE metaphor provides a tangible framework to understand and discuss the abstract concept of importance.";"importance; size; larger size implies greater importance; smaller size implies lesser importance; comparison; relative importance; scale of importance; perception of importance; context-dependent importance; fluctuation in importance"
98;INHIBITTING_ENACTMENT_OF_LEGISLATION_IS_IMPEDING_MOTION;Impediment_to_motion;Legislation_enactment;"mover;affected_motion";"bill;bill_status_change";"Senate Republicans blocked legislation Wednesday that would have established a billion jobs program putting veterans back to work tending to the country's federal lands and bolstering local police and fire departments ; This mini-controversy erupted when Republicans introduced a string of amendments in a final effort to obstruct passage of the reconciliation bill ";"In the metaphor INHIBITTING_ENACTMENT_OF_LEGISLATION_IS_IMPEDING_MOTION, the source frame is Impediment_to_motion and the target frame is Legislation_enactment. The metaphorical connection is drawn between the roles of the source frame (mover; affected_motion) and the target frame (bill; bill_status_change).

Conceptually, the metaphor equates the process of enacting legislation to a form of motion, and the act of inhibiting this enactment to an impediment to that motion. This metaphorical connection is based on the idea that both processes involve a progression from one state to another. In the case of motion, it is a physical movement from one location to another, while in the case of legislation enactment, it is a procedural movement from proposal to law.

Linguistically, the roles in the source frame (mover; affected_motion) are tied to the roles in the target frame (bill; bill_status_change) through the use of words that denote obstruction or hindrance. For example, in the provided examples, phrases such as ""Senate Republicans blocked legislation"" and ""obstruct passage of the reconciliation bill"" are used to describe the act of inhibiting the enactment of legislation. These phrases draw a parallel between the physical act of blocking or obstructing motion and the procedural act of inhibiting legislation enactment.

Diving deeper into the metaphor, we can extract the concepts of *resistance* and *struggle*. Just as a physical object encounters resistance or struggle when its motion is impeded, a bill faces resistance or struggle when its enactment is inhibited. This resistance can come from various sources, such as political opposition, public opinion, or legal challenges.

Moreover, the metaphor also encompasses the concept of *effort*. Just as it takes effort to overcome an impediment to motion, it takes effort to overcome the obstacles that inhibit the enactment of legislation. This effort can involve negotiation, persuasion, and compromise.

Finally, the metaphor implies a sense of *directionality*. Just as motion implies a direction from one location to another, the enactment of legislation implies a direction from proposal to law. When this direction is impeded, it can result in stagnation or a change in direction.";"resistance; struggle; effort; directionality"
99;INSTITUTION_IS_AN_ORGANISM;Biological_entity;Institution;"part_function;health_status;organism;specialized_parts";"position_duties;functional_status;institution_whole;positions";The health of an institution is measured by the effectiveness of its organization and mission and also by how well it plans for the future;"In the metaphor INSTITUTION_IS_AN_ORGANISM, the source frame is a Biological_entity and the target frame is an Institution. This metaphorical connection suggests that institutions, like organisms, have various parts that function together, a health status that can be measured, and a need for planning and adaptation for future survival.

The source role of 'part_function' corresponds to the target role of 'position_duties'. This connection implies that just as different parts of an organism have specific functions, different positions within an institution have specific duties. This highlights the *interdependence* and *specialization* within both organisms and institutions.

The source role of 'health_status' is linked to the target role of 'functional_status'. This suggests that the health of an organism is metaphorically similar to the functional status of an institution. The 'health' of an institution is measured by its effectiveness and how well it plans for the future, much like an organism's health is determined by its overall functioning and ability to adapt to future changes. This connection emphasizes the concept of *viability* and *sustainability*.

The source role of 'organism' corresponds to the target role of 'institution_whole'. This implies that an institution, like an organism, is a whole entity made up of interdependent parts. This connection underscores the concept of *unity* and *cohesion*.

The source role of 'specialized_parts' is linked to the target role of 'positions'. This suggests that just as an organism has specialized parts for different functions, an institution has different positions with specific duties. This connection highlights the concept of *division of labor* and *specialization*.

The repeated example provided illustrates these connections. The 'health' of an institution, like that of an organism, is measured by the effectiveness of its organization (part_function/position_duties) and its ability to plan for the future (health_status/functional_status).

In this metaphor, the dynamics of a living organism are used to understand the complexities of an institution. It allows us to conceptualize institutions as living entities with *interconnected parts*, *health statuses*, and *adaptive capabilities*. This metaphor also implies that, like organisms, institutions can grow, evolve, and potentially 'die' if they fail to adapt to changing circumstances.";"interdependence; specialization; viability; sustainability; unity; cohesion; division of labor; specialization; interconnected parts; health statuses; adaptive capabilities"
100;INSTITUTION_IS_A_FACTORY;Factory;Institution;"factory_workers;factory;factory_managers";"institution_holders;institution;institution_heads";"Society's great institutions are factories of ideas regularly churning out new frameworks insights and understanding ; In this view educational instititions are factories that take less productive workers as their raw materials apply doses of training and create more productive workers as outputs";"In the metaphor INSTITUTION_IS_A_FACTORY, the source frame is a factory, and the target frame is an institution. The metaphorical connections between the roles in the source frame and those in the target frame are as follows:

1. Factory workers in the source frame correspond to institution holders in the target frame. This connection suggests that just as factory workers are responsible for the production process in a factory, institution holders are responsible for the production of ideas, knowledge, or skills in an institution. This connection highlights the *process of production* and the *role of human agency* in both contexts.

2. The factory itself in the source frame corresponds to the institution in the target frame. This connection suggests that institutions, like factories, are structured environments where production takes place. This connection underscores the *systematic nature* and *organizational structure* of both factories and institutions.

3. Factory managers in the source frame correspond to institution heads in the target frame. This connection implies that just as factory managers oversee and control the production process in a factory, institution heads oversee and control the production of ideas, knowledge, or skills in an institution. This connection emphasizes the *role of leadership* and *management* in both contexts.

The metaphor INSTITUTION_IS_A_FACTORY is a powerful one because it captures the dynamics of institutions as places where raw materials (in this case, less productive workers or undeveloped ideas) are transformed into more valuable outputs (more productive workers or new frameworks, insights, and understanding). This metaphor also highlights the *process of transformation*, the *value of output*, and the *efficiency* of the production process in both factories and institutions.

Moreover, the metaphor suggests that institutions, like factories, can be seen as places where standardization and uniformity are valued, where inputs are processed in a systematic and efficient manner to produce desired outputs. This view of institutions may be critiqued for its potential to devalue individuality and creativity, just as factories can be critiqued for their potential to dehumanize workers. These are some of the deeper dynamics and implications of the metaphor INSTITUTION_IS_A_FACTORY.";"process of production; role of human agency; systematic nature; organizational structure; role of leadership; management; process of transformation; value of output; efficiency"
101;INSTITUTION_IS_A_MACHINE;Machine;Institution;"purpose;functional_status;machine_entity;operating_x-schema";"mission;functional_status;institution_whole;functions";More especially the analogy mentioned between institutions and machines must not be interpreted as proposing the theory that institutions are machines in some essentialist sense ;"In the metaphor INSTITUTION_IS_A_MACHINE, the source frame is Machine and the target frame is Institution. The metaphorical connections between roles in the source frame and those in the target frame can be analyzed as follows:

1. Purpose (Machine) - Mission (Institution): This connection suggests that just as a machine is designed and built for a specific purpose, an institution is established with a particular mission in mind. The purpose of a machine can be seen as a tangible, concrete goal, while the mission of an institution is often more abstract, encompassing societal or communal objectives. This connection highlights the *intentionality* and *goal-orientation* inherent in both machines and institutions.

2. Functional Status (Machine) - Functional Status (Institution): This connection implies that both machines and institutions have a functional status, indicating whether they are operating effectively or not. This draws a parallel between the *efficiency* and *performance* of machines and institutions.

3. Machine Entity (Machine) - Institution Whole (Institution): This connection suggests that just as a machine is a complete entity made up of various parts working together, an institution is a whole entity composed of different elements (like people, rules, and norms) that function in unison. This highlights the *complexity* and *interconnectedness* of both machines and institutions.

4. Operating X-Schema (Machine) - Functions (Institution): This connection implies that the way a machine operates or functions can be compared to the functions or roles an institution plays in society. This connection underscores the *activity* and *functionality* inherent in both machines and institutions.

The metaphor INSTITUTION_IS_A_MACHINE is a powerful tool for understanding the dynamics of institutions. It suggests that institutions, like machines, are complex systems designed for specific purposes, have a functional status indicating their effectiveness, and are composed of various interconnected parts. This metaphor also implies that institutions, like machines, require maintenance and care to function effectively, and that they can break down or malfunction if not properly managed. This metaphor thus provides a framework for understanding institutions in a concrete, tangible way, highlighting their *complexity*, *purposefulness*, *interconnectedness*, and *potential for dysfunction*.";"intentionality; goal-orientation; efficiency; performance; complexity; interconnectedness; activity; functionality; complexity; purposefulness; interconnectedness; potential for dysfunction"
102;INTERNATIONAL_RELATIONS_ARE_INTERPERSONAL_RELATIONSHIPS;Relationship;International_Relations;"relationship.relationship_whole;relationship.related_entity2;relationship.related_entity_1";"international_relations;international_relations.nation2;international_relation.nation1";Which country is your country's best friend;"In the metaphor INTERNATIONAL_RELATIONS_ARE_INTERPERSONAL_RELATIONSHIPS, the source frame is ""Relationship"" and the target frame is ""International_Relations"". The metaphorical connections between roles in the source frame and those in the target frame are as follows:

1. The ""relationship.relationship_whole"" in the source frame corresponds to ""international_relations"" in the target frame. This connection suggests that just as a relationship is a holistic entity that involves multiple aspects such as communication, trust, and mutual understanding, international relations too are complex and multifaceted, encompassing diplomacy, trade, conflict, and cooperation.

2. The ""relationship.related_entity2"" and ""relationship.related_entity_1"" in the source frame correspond to ""international_relations.nation2"" and ""international_relation.nation1"" in the target frame respectively. This connection implies that just as two individuals are the key entities in a relationship, two nations are the primary entities in international relations.

The metaphorical connection between these roles highlights the linguistic and conceptual ties. Linguistically, the terms used in the source frame (relationship, related entities) and the target frame (international relations, nations) are analogous, indicating a metaphorical mapping from interpersonal relationships to international relations. Conceptually, the dynamics of interpersonal relationships, such as mutual understanding, cooperation, conflict, and negotiation, are applied to understand the dynamics of international relations.

The underlying dynamics of this metaphor involve the concept of *interdependence* and *reciprocity*. Just as in a relationship, where actions of one individual affect the other, in international relations, actions of one nation impact the other. This metaphor also suggests *mutual influence* and *negotiation*, as in a relationship, decisions are often made through negotiation and compromise, and so are international relations often shaped by negotiations between nations.

The metaphor also implies the concept of *emotional attachment* and *alliances*. The example ""Which country is your country's best friend"" suggests that nations, like individuals, can have 'friends' or allies that they share a close and positive relationship with. This reflects the dynamics of interpersonal relationships where individuals have best friends or close allies.

In conclusion, the metaphor INTERNATIONAL_RELATIONS_ARE_INTERPERSONAL_RELATIONSHIPS allows us to understand the complex dynamics of international relations by drawing parallels with the more familiar and intuitive dynamics of interpersonal relationships.";"interdependence; reciprocity; mutual influence; negotiation; emotional attachment; alliances"
103;KNOWING_IS_PERCEIVING;Perception;Knowing;"perceived_thing;faculty;perception_x-schema;perceiver";"knowledge;mind;knowing_x-schema;knower";"I see what you mean ; Something doesn't smell quite right here  ; Listen to what your father tells you ; I have no idea what my friends are doing they've kept me completely in the dark";"In the metaphor KNOWING_IS_PERCEIVING, the source frame is Perception and the target frame is Knowing. The roles in the source frame are perceived_thing, faculty, perception_x-schema, and perceiver, while the roles in the target frame are knowledge, mind, knowing_x-schema, and knower.

The metaphorical connections between the roles in the source and target frames are as follows:

1. The perceived_thing in the source frame corresponds to knowledge in the target frame. This suggests that knowledge, like a perceived thing, is something that can be sensed or experienced. It is not just an abstract concept, but something tangible that can be ""seen"", ""heard"", or ""felt"". This connection highlights the *tangibility* of knowledge.

2. The faculty in the source frame corresponds to the mind in the target frame. This implies that the mind, like our sensory faculties, is a tool or mechanism for perceiving and understanding the world. This connection underscores the *instrumentality* of the mind in the process of knowing.

3. The perception_x-schema in the source frame corresponds to the knowing_x-schema in the target frame. This suggests that the process of knowing, like the process of perceiving, involves a sequence of steps or stages. This connection emphasizes the *procedural nature* of knowing.

4. The perceiver in the source frame corresponds to the knower in the target frame. This implies that the knower, like the perceiver, is an active participant in the process of knowing, not a passive recipient of information. This connection highlights the *agency* of the knower.

The examples provided further illustrate these metaphorical connections. For instance, ""I see what you mean"" uses visual perception as a metaphor for understanding, while ""Something doesn't smell quite right here"" uses olfactory perception as a metaphor for suspicion or doubt. ""Listen to what your father tells you"" uses auditory perception as a metaphor for learning, and ""I have no idea what my friends are doing they've kept me completely in the dark"" uses the absence of light (and thus visual perception) as a metaphor for ignorance or lack of knowledge.

These examples show how the metaphor KNOWING_IS_PERCEIVING linguistically and conceptually ties the roles in the source and target frames. They also reveal the underlying dynamics of the metaphor, such as the *active engagement* in the process of knowing, the *sequential nature* of this process, and the *tangible and sensory aspects* of knowledge.";"tangibility; instrumentality; procedural nature; agency; active engagement; sequential nature; tangible and sensory aspects"
104;KNOWING_IS_SEEING;Seeing;Knowing;"eyes;seer;seen_object;visual_ability";"mind;knower;knowledge;knowledge_capacity";I see what you mean;"In the metaphor KNOWING_IS_SEEING, the source frame is ""Seeing"" and the target frame is ""Knowing"". The roles in the source frame are 'eyes', 'seer', 'seen_object', and 'visual_ability', while the roles in the target frame are 'mind', 'knower', 'knowledge', and 'knowledge_capacity'.

The metaphorical connections between these roles can be analyzed as follows:

1. 'Eyes' in the source frame corresponds to 'mind' in the target frame. This suggests that just as our eyes are the primary tools for seeing, our mind is the primary tool for knowing. This connection implies the concept of *perception*, where the mind is seen as the organ of perception for knowledge, similar to how eyes perceive visual information.

2. 'Seer' in the source frame corresponds to 'knower' in the target frame. This implies that the person who sees (seer) is analogous to the person who knows (knower). This connection highlights the *agency* in both seeing and knowing, suggesting that both processes are active and require a subject who performs the action.

3. 'Seen_object' in the source frame corresponds to 'knowledge' in the target frame. This suggests that the object that is seen is metaphorically similar to the knowledge that is known. This connection implies the concept of *objectivity*, suggesting that knowledge, like a seen object, exists independently of the knower and can be perceived and understood.

4. 'Visual_ability' in the source frame corresponds to 'knowledge_capacity' in the target frame. This suggests that the ability to see is metaphorically similar to the capacity to know. This connection implies the concept of *potential*, indicating that just as visual ability determines what we can see, our knowledge capacity determines what we can know.

The example ""I see what you mean"" from Philosophy in the Flesh illustrates this metaphor. Here, ""seeing"" is used metaphorically to mean ""understanding"" or ""knowing"", reinforcing the connection between the roles in the source and target frames.

This metaphor also encompasses deeper concepts such as *clarity* and *visibility*. In seeing, clarity and visibility are crucial for accurate perception. Similarly, in knowing, clear understanding and visibility of information are essential for accurate knowledge. This metaphor thus suggests that knowledge is not just about acquiring information, but also about 'seeing' it clearly and 'visually' comprehending its meaning.";"perception; agency; objectivity; potential; clarity; visibility"
105;KNOWING_IS_TOUCHING;Touching;Knowing;"touching_x-schema;limbs;object;toucher";"knowing_x-schema;mind;idea;knower";"I've almost got an idea but I can't quite put my finger on it ; I could never put my finger on what the problem was I felt crazy at times and there were so many times that I would approach him with a very well-thought out";"In the metaphor KNOWING_IS_TOUCHING, the source frame is ""Touching"" and the target frame is ""Knowing"". The roles in the source frame are touching_x-schema, limbs, object, and toucher, which correspond to knowing_x-schema, mind, idea, and knower in the target frame.

The metaphorical connections between the roles in the source and target frames are as follows:

1. *touching_x-schema* corresponds to *knowing_x-schema*. This connection suggests that the process of touching, which involves physical contact and sensory perception, is metaphorically similar to the process of knowing, which involves mental comprehension and understanding. Both processes involve an interaction between an agent and an object, resulting in a change in the agent's state - physical sensation in the case of touching, and mental awareness in the case of knowing.

2. *limbs* corresponds to *mind*. This connection implies that just as limbs are the physical tools we use to touch and interact with the world, the mind is the cognitive tool we use to know and understand the world. Both are essential instruments that enable the respective processes.

3. *object* corresponds to *idea*. This connection suggests that just as an object is what is physically touched, an idea is what is mentally known. Both are the targets or subjects of the respective processes.

4. *toucher* corresponds to *knower*. This connection implies that just as a toucher is the one who performs the act of touching, a knower is the one who performs the act of knowing. Both are the agents or initiators of the respective processes.

The example provided, ""I've almost got an idea but I can't quite put my finger on it"", illustrates these metaphorical connections. The phrase ""put my finger on it"" is a linguistic manifestation of the KNOWING_IS_TOUCHING metaphor, where the act of touching (putting one's finger on something) is used to represent the act of knowing or understanding an idea. This phrase also highlights the conceptual ties between the roles in the source and target frames, as it involves a *knower* (the speaker) using their *mind* (metaphorically their finger) to try to understand an *idea* (metaphorically an object) through the process of *knowing* (metaphorically touching).

The underlying dynamics of this metaphor involve the *transformation* of physical sensory experiences into abstract cognitive processes, and the *internalization* of external objects (ideas) into internal states (knowledge). This metaphor also encompasses nuances such as the *difficulty & uncertainty* in knowing (paralleling the difficulty in physically locating or identifying an object by touch alone), and the *precision & clarity* that comes with successful knowing (paralleling the clear sensory feedback when one successfully touches an object).";"touching_x-schema; knowing_x-schema; limbs; mind; object; idea; toucher; knower; knower; mind; idea; knowing; transformation; internalization; difficulty & uncertainty; precision & clarity"
106;LAWS_ARE_PHYSICAL_STRUCTURES;Physical_structure;Law;"structure_creator;structure_whole";"law_creator;law";dismantle gun laws;"In the metaphor LAWS_ARE_PHYSICAL_STRUCTURES, the source frame is Physical_structure and the target frame is Law. The roles in the source frame, structure_creator and structure_whole, are metaphorically connected to the roles in the target frame, law_creator and law respectively.

The *structure_creator* in the source frame can be seen as the architect or builder of a physical structure. This role is metaphorically connected to the *law_creator* in the target frame, who is the legislator or policymaker that constructs the law. This connection implies that just as a structure_creator designs and builds a physical structure with a specific purpose and function in mind, a law_creator designs and constructs a law to serve a specific societal purpose or function.

The *structure_whole* in the source frame refers to the entire physical structure, which is metaphorically connected to the *law* in the target frame. This connection suggests that just as a physical structure is a tangible, solid entity that provides a framework and imposes certain constraints on its occupants, a law is an intangible, yet solid entity that provides a societal framework and imposes certain constraints on its subjects.

The example ""dismantle gun laws"" further illustrates this metaphor. The verb ""dismantle"" is typically used in the context of physical structures, implying a process of taking apart or deconstructing. When applied to laws, it suggests a process of deconstructing or removing the law, similar to how a physical structure might be dismantled.

This metaphor thus encapsulates the concepts of *creation*, *structure*, and *deconstruction*. The *creation* aspect highlights the deliberate and purposeful act of constructing both physical structures and laws. The *structure* aspect emphasizes the role of both physical structures and laws as frameworks that guide and constrain behavior. The *deconstruction* aspect underscores the possibility of dismantling or removing both physical structures and laws when they no longer serve their intended purpose.

Furthermore, this metaphor also implies the concepts of *stability* and *change*. Just as physical structures provide stability but can be changed or dismantled, laws provide societal stability but can also be changed or dismantled.";"structure_creator; law_creator; structure_whole; law; creation; structure; deconstruction; creation; structure; deconstruction; stability; change"
107;LAWS_ARE_PLANTS;Plants;Law;"plant_nourishment;plant_size;plant_entity;plant_attributes";"law_creator;jurisdiction;law;legal_actions";Out of these discussions will grow legislation of farreaching importance;"In the metaphor LAWS_ARE_PLANTS, the source frame is Plants and the target frame is Law. The roles in the source frame, such as plant_nourishment, plant_size, plant_entity, and plant_attributes, are metaphorically linked to the roles in the target frame, such as law_creator, jurisdiction, law, and legal_actions.

The metaphorical connection between the roles can be understood as follows:

1. *Plant_nourishment* is linked to *law_creator*. Just as plants require nourishment to grow and thrive, laws require creators who nourish them with ideas, discussions, and debates. This nourishment is essential for the law to be formed and to function effectively. The concept of *nourishment* here implies the *nurturing and development* of laws by their creators.

2. *Plant_size* is metaphorically connected to *jurisdiction*. The size of a plant can be seen as a metaphor for the jurisdiction of a law. The larger the plant, the more space it covers, just as a law with a larger jurisdiction has a wider reach. This connection highlights the concept of *scope and influence*.

3. *Plant_entity* is linked to *law*. A plant as an entity grows from a seed, matures, and eventually dies, which can be seen as a metaphor for the life cycle of a law. A law is proposed, enacted, enforced, and sometimes repealed. This metaphorical connection underscores the concept of *growth and evolution*.

4. *Plant_attributes* is connected to *legal_actions*. The attributes of a plant, such as its ability to provide shade or bear fruit, can be seen as a metaphor for the actions that a law can enable or prevent. This connection emphasizes the concept of *functionality and impact*.

The example given, ""Out of these discussions will grow legislation of farreaching importance,"" illustrates the metaphorical connection between the growth of a plant and the creation of a law. The discussions are the *nourishment* that allows the legislation (the *plant*) to grow and have far-reaching importance (the *size* and *attributes*).

In this metaphor, laws are not static, but dynamic and organic entities, much like plants. They require care and attention (nourishment), have a certain scope (size), exist and evolve (entity), and have specific functions and impacts (attributes). This metaphor thus encapsulates the *dynamics of law creation and enforcement*, the *organic and evolving nature of laws*, and their *far-reaching impacts*.";"Plant_nourishment; law_creator; nourishment; nurturing and development; Plant_size; jurisdiction; scope and influence; Plant_entity; law; growth and evolution; Plant_attributes; legal_actions; functionality and impact; nourishment; plant; size; attributes; dynamics of law creation and enforcement; organic and evolving nature of laws; far-reaching impacts"
108;LEADING_A_NATION_IS_DRIVING_A_VEHICLE;Vehicular_motion;State_leadership;"vehicle_drivers;vehicle;vehicle_passengers";"nation_leaders;nation_whole;nation_citizens";"The president drove the nation into a ditch ; Obama on GOP: 'They Drove The Country Into A DitchNow They Want The Keys Back' ; Where was he when he drove our country off a clif";"In the metaphor LEADING_A_NATION_IS_DRIVING_A_VEHICLE, the source frame is Vehicular_motion and the target frame is State_leadership. The metaphorical connections between roles in the source frame and those in the target frame are as follows:

- The vehicle_drivers in the source frame correspond to nation_leaders in the target frame. This connection implies that just as drivers control the direction and speed of a vehicle, leaders control the direction and progress of a nation. This connection highlights the *responsibility* and *control* that leaders have over a nation, similar to drivers with a vehicle.

- The vehicle in the source frame corresponds to the nation_whole in the target frame. This suggests that the nation, like a vehicle, is a single entity that moves and functions as a unit. This connection underscores the concept of *unity* and *collective movement*.

- The vehicle_passengers in the source frame correspond to nation_citizens in the target frame. This implies that citizens, like passengers, are affected by the direction and speed of the nation, but do not directly control it. This connection highlights the *dependency* of citizens on the decisions and actions of their leaders.

The examples provided further illustrate these connections. For instance, ""The president drove the nation into a ditch"" and ""Obama on GOP: 'They Drove The Country Into A DitchNow They Want The Keys Back'"" use the metaphor to criticize leaders for leading the nation into difficult situations, just as a bad driver might drive a vehicle into a ditch. Similarly, ""Where was he when he drove our country off a cliff"" uses the metaphor to question a leader's decision-making at a critical time, just as one might question a driver's actions leading to a crash.

This metaphor also implies certain dynamics and nuances. For example, it suggests that *good leadership* is akin to *good driving*, requiring skills such as foresight, judgment, and the ability to navigate obstacles. It also implies that, like a vehicle, a nation can be *damaged* or *derailed* by poor leadership. Furthermore, it suggests that citizens, like passengers, are *vulnerable* to the actions of their leaders and can suffer consequences from poor leadership.";"responsibility; control; unity; collective movement; dependency; good leadership; good driving; damaged; derailed; vulnerable"
109;LEARNING_IS_ACQUIRING;Gain_possession;Learning;"possession;recipient;getting_x-schema";"learned_material;learner;learning_x-schema";"This gives me a great idea! I got a much better idea of what was going on after the last meeting ; She had acquired an intimate knowledge of the terrain which now helped her to travel quickly ; Her experience gave her a great deal of knowledge";"In the metaphor LEARNING_IS_ACQUIRING, the source frame is Gain_possession and the target frame is Learning. The metaphorical connections between the roles in the source frame and those in the target frame are as follows:

- The source role of 'possession' corresponds to the target role of 'learned_material'. This connection suggests that the knowledge or skills learned are metaphorically viewed as possessions that one acquires. This implies a sense of *ownership* over the learned material, similar to how one owns a physical possession.

- The source role of 'recipient' is linked to the target role of 'learner'. This connection implies that the learner, like a recipient, is the one who receives or acquires the learned material. This highlights the *active role* of the learner in the learning process, similar to the active role of a recipient in acquiring a possession.

- The source role of 'getting_x-schema' corresponds to the target role of 'learning_x-schema'. This connection suggests that the process of learning is metaphorically viewed as a process of acquiring or getting. This implies a *transformation* from not knowing to knowing, similar to the transformation from not possessing to possessing.

The examples provided further illustrate these metaphorical connections. For instance, ""She had acquired an intimate knowledge of the terrain"" and ""Her experience gave her a great deal of knowledge"" both use language associated with acquisition to describe the process of learning.

In this metaphor, the underlying dynamics involve the conceptualization of learning as a process of acquisition. This involves *internalization* of the learned material, similar to how a possession becomes part of one's belongings. It also involves a sense of *achievement* or *gain*, as acquiring a possession often implies a positive outcome.

Furthermore, the metaphor encompasses nuances such as *quality of learning*, paralleled with the quality of the possession, and *effort & perseverance*, paralleled with the effort needed to acquire a possession. The metaphor also suggests a *progressive nature* of learning, as acquiring often involves a process or a journey, not an instantaneous event.";"ownership; active role; transformation; internalization; achievement; gain; quality of learning; effort & perseverance; progressive nature"
