ResponseId,Response,Filename,Question
R_52bK2fGePFyK7cJ,,"Implicit 8_July 1, 2024_10.06.csv",RACE and ELECTION
R_3P2h0G804tv8bE1,The parts forming a whole,"Implicit 8_July 1, 2024_10.06.csv",CONTENTS and CONSTITUENTS
R_52bK2fGePFyK7cJ,something that contains others,"Implicit 8_July 1, 2024_10.06.csv",CONTENTS and CONSTITUENTS
R_7770IJNGZD68CHF,,"Implicit 9_July 1, 2024_10.10.csv",OBJECT and OPPORTUNITIES
R_7770IJNGZD68CHF,,"Implicit 9_July 1, 2024_10.10.csv",PHYSICAL RESTRAINING OF MOUTH and CENSORSHIP
R_7770IJNGZD68CHF,,"Implicit 9_July 1, 2024_10.10.csv",WORK SCENARIO and GOVERNMENT
R_6PnI50sag4hu0fv,,"Implicit2_July 1, 2024_03.12.csv",DOWNWARD MOTION and IMPOVERISHED
R_4qerGJX0PnzVBxj,,"Implicit2_July 1, 2024_03.12.csv",DOWNWARD MOTION and IMPOVERISHED
R_8q8arWBW3hT89l4,,"Implicit2_July 1, 2024_03.12.csv",DOWNWARD MOTION and IMPOVERISHED
R_5MM2MNSjNLIuMeh,,"Implicit2_July 1, 2024_03.12.csv",DOWNWARD MOTION and IMPOVERISHED
R_6PnI50sag4hu0fv,,"Implicit2_July 1, 2024_03.12.csv",FLUID MOTION and PERSONAL WEAPON
R_4qerGJX0PnzVBxj,,"Implicit2_July 1, 2024_03.12.csv",FLUID MOTION and PERSONAL WEAPON
R_8q8arWBW3hT89l4,,"Implicit2_July 1, 2024_03.12.csv",FLUID MOTION and PERSONAL WEAPON
R_5MM2MNSjNLIuMeh,,"Implicit2_July 1, 2024_03.12.csv",FLUID MOTION and PERSONAL WEAPON
R_6PnI50sag4hu0fv,,"Implicit2_July 1, 2024_03.12.csv",HEALTH TREATMENT and GOVERNING ACTION
R_4qerGJX0PnzVBxj,,"Implicit2_July 1, 2024_03.12.csv",HEALTH TREATMENT and GOVERNING ACTION
R_8q8arWBW3hT89l4,,"Implicit2_July 1, 2024_03.12.csv",HEALTH TREATMENT and GOVERNING ACTION
R_5MM2MNSjNLIuMeh,,"Implicit2_July 1, 2024_03.12.csv",HEALTH TREATMENT and GOVERNING ACTION
R_2rq0N8My2NEzUIN,,"Implicit3_July 1, 2024_09.42.csv",GRASP and SOCIAL STATUS
R_4N3aJfLuEflO0X5,I grasp a new social status when I can change in better my wellbeing using an illegal way,"Implicit3_July 1, 2024_09.42.csv",GRASP and SOCIAL STATUS
R_2rq0N8My2NEzUIN,Capitalism ,"Implicit3_July 1, 2024_09.42.csv",CREATE OBJECT and ECONOMIC RESOURCE
R_4N3aJfLuEflO0X5,New objects become new resources that have an economic impact in the market,"Implicit3_July 1, 2024_09.42.csv",CREATE OBJECT and ECONOMIC RESOURCE
R_2rq0N8My2NEzUIN,,"Implicit3_July 1, 2024_09.42.csv",PERSISTENCE and ERECTNESS
R_4N3aJfLuEflO0X5,The persistence could be compared with the erectness of a person which doesn't submit to damages,"Implicit3_July 1, 2024_09.42.csv",PERSISTENCE and ERECTNESS
R_4PqaDA4u0JB0ToK,,"Survey 26_July 3, 2024_04.09.csv",PHYSICAL IMPEDIMENTS TO MOTION and FREEDOM OF ACTION
R_6je2zDVuEJErg7J,,"Survey 26_July 3, 2024_04.09.csv",PHYSICAL IMPEDIMENTS TO MOTION and FREEDOM OF ACTION
R_4PqaDA4u0JB0ToK,,"Survey 26_July 3, 2024_04.09.csv",SEPARATION and ARGUMENT
R_6je2zDVuEJErg7J,,"Survey 26_July 3, 2024_04.09.csv",SEPARATION and ARGUMENT
R_4PqaDA4u0JB0ToK,,"Survey 26_July 3, 2024_04.09.csv",PERSON and INSTITUTION
R_6je2zDVuEJErg7J,,"Survey 26_July 3, 2024_04.09.csv",PERSON and INSTITUTION
R_1PzBwnik7Lyau5b,,"Survey 27_July 3, 2024_04.10.csv",AVOIDING OBSTACLES and TAXATION
R_1PzBwnik7Lyau5b,,"Survey 27_July 3, 2024_04.10.csv",VERTICALITY and PHYSICAL STRENGTH
R_1PzBwnik7Lyau5b,,"Survey 27_July 3, 2024_04.10.csv",FORCE and CAUSATION
R_2dLU7pWbEg6zBXu,"When there are elections the candidates compete, this competition can be metaphorically seen as a war","Survey 28_July 3, 2024_04.12.csv",WAR and ELECTION
R_2dLU7pWbEg6zBXu,"Bureaucracy is a complex structure with many parts that have to work to complete a task, as it is in a machine","Survey 28_July 3, 2024_04.12.csv",MACHINE and BUREAUCRACY
R_2dLU7pWbEg6zBXu,I dont know what nurturance means,"Survey 28_July 3, 2024_04.12.csv",NURTURANCE and MORALITY
R_5ikWRJG5aYr9LR7,Buisness decide how government acts at the end,"Survey 29_July 3, 2024_04.13.csv",BUSINESS and GOVERNMENT
R_4r3olMCgL2jeQpW,,"Survey 29_July 3, 2024_04.13.csv",BUSINESS and GOVERNMENT
R_8ImU5BFBvUNgQsp,,"Survey 29_July 3, 2024_04.13.csv",BUSINESS and GOVERNMENT
R_8VOGWvQ9ZZEqiPf,,"Survey 29_July 3, 2024_04.13.csv",BUSINESS and GOVERNMENT
R_5ikWRJG5aYr9LR7,,"Survey 29_July 3, 2024_04.13.csv",PHYSICAL CONNECTION and SPATIAL RELATION
R_4r3olMCgL2jeQpW,,"Survey 29_July 3, 2024_04.13.csv",PHYSICAL CONNECTION and SPATIAL RELATION
R_8ImU5BFBvUNgQsp,,"Survey 29_July 3, 2024_04.13.csv",PHYSICAL CONNECTION and SPATIAL RELATION
R_8VOGWvQ9ZZEqiPf,,"Survey 29_July 3, 2024_04.13.csv",PHYSICAL CONNECTION and SPATIAL RELATION
R_5ikWRJG5aYr9LR7,Moving increases the possibilities of acting,"Survey 29_July 3, 2024_04.13.csv",INCREASE EASE OF MOTION and INCREASE EASE OF ACTION
R_4r3olMCgL2jeQpW,,"Survey 29_July 3, 2024_04.13.csv",INCREASE EASE OF MOTION and INCREASE EASE OF ACTION
R_8ImU5BFBvUNgQsp,,"Survey 29_July 3, 2024_04.13.csv",INCREASE EASE OF MOTION and INCREASE EASE OF ACTION
R_8VOGWvQ9ZZEqiPf,,"Survey 29_July 3, 2024_04.13.csv",INCREASE EASE OF MOTION and INCREASE EASE OF ACTION
R_31jAP434Q6BAmVt,,"Survey 34_July 3, 2024_04.20.csv",SUBSTANCE and EMOTION
R_8MN0mQiFZPHnVPl,,"Survey 34_July 3, 2024_04.20.csv",SUBSTANCE and EMOTION
R_31jAP434Q6BAmVt,,"Survey 34_July 3, 2024_04.20.csv",FORCED MOTION and LEGISLATION ENACTMEN
R_8MN0mQiFZPHnVPl,,"Survey 34_July 3, 2024_04.20.csv",FORCED MOTION and LEGISLATION ENACTMEN
R_31jAP434Q6BAmVt,,"Survey 34_July 3, 2024_04.20.csv",TRAJECTOR LANDMARK and EXPERIENCING A STATE
R_8MN0mQiFZPHnVPl,,"Survey 34_July 3, 2024_04.20.csv",TRAJECTOR LANDMARK and EXPERIENCING A STATE
R_34egEDq9PZhTOLl,Both allow to decide for a group/for an organization,"Survey 35_July 3, 2024_04.22.csv",LEADERSHIP and GOVERNMENT
R_2jI1zFslmAsf4sb,,"Survey 35_July 3, 2024_04.22.csv",LEADERSHIP and GOVERNMENT
R_15GeaPpg3QRjz1P,A government guide its country like a leader his/her group,"Survey 35_July 3, 2024_04.22.csv",LEADERSHIP and GOVERNMENT
R_34egEDq9PZhTOLl,Decisions need to be taken,"Survey 35_July 3, 2024_04.22.csv",NUCLEAR FAMILY and GOVERNMENT
R_2jI1zFslmAsf4sb,,"Survey 35_July 3, 2024_04.22.csv",NUCLEAR FAMILY and GOVERNMENT
R_15GeaPpg3QRjz1P,"Only for the function of guidance, the government, like parents with their children, take care and guide its population ","Survey 35_July 3, 2024_04.22.csv",NUCLEAR FAMILY and GOVERNMENT
R_34egEDq9PZhTOLl,,"Survey 35_July 3, 2024_04.22.csv",PERSON and GOVERNMENT
R_2jI1zFslmAsf4sb,,"Survey 35_July 3, 2024_04.22.csv",PERSON and GOVERNMENT
R_15GeaPpg3QRjz1P,,"Survey 35_July 3, 2024_04.22.csv",PERSON and GOVERNMENT
