ResponseId,Score,Filename,Frame,Word
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",ANIMAL,TERRITORIALITY
R_2XQfn6d4kfaYJsB,2,"Implicit 19_July 3, 2024_03.52.csv",ANIMAL,SURVIVAL INSTINCT
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",ANIMAL,SURVIVAL INSTINCT
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",ANIMAL,SURVIVAL INSTINCT
R_2XQfn6d4kfaYJsB,2,"Implicit 19_July 3, 2024_03.52.csv",ANIMAL,PREDATION
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",ANIMAL,PREDATION
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",ANIMAL,PREDATION
R_2XQfn6d4kfaYJsB,1,"Implicit 19_July 3, 2024_03.52.csv",ANIMAL,UNPREDICTABILITY
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",ANIMAL,UNPREDICTABILITY
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",ANIMAL,UNPREDICTABILITY
R_2XQfn6d4kfaYJsB,1,"Implicit 19_July 3, 2024_03.52.csv",ANIMAL,AGGRESSION
R_8uFmlaE7MDj8I9j,3,"Implicit 19_July 3, 2024_03.52.csv",ANIMAL,AGGRESSION
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",ANIMAL,AGGRESSION
R_2XQfn6d4kfaYJsB,1,"Implicit 19_July 3, 2024_03.52.csv",ANIMAL,CONTAGION
R_8uFmlaE7MDj8I9j,0,"Implicit 19_July 3, 2024_03.52.csv",ANIMAL,CONTAGION
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",ANIMAL,CONTAGION
R_2XQfn6d4kfaYJsB,1,"Implicit 19_July 3, 2024_03.52.csv",ANIMAL,INVASION
R_8uFmlaE7MDj8I9j,3,"Implicit 19_July 3, 2024_03.52.csv",ANIMAL,INVASION
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",ANIMAL,INVASION
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",CANCER,TRANSFORMATION
R_8uFmlaE7MDj8I9j,4,"Implicit 19_July 3, 2024_03.52.csv",CANCER,TRANSFORMATION
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",CANCER,TRANSFORMATION
R_2XQfn6d4kfaYJsB,5,"Implicit 19_July 3, 2024_03.52.csv",CANCER,CHALLENGE
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",CANCER,CHALLENGE
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",CANCER,CHALLENGE
R_2XQfn6d4kfaYJsB,4,"Implicit 19_July 3, 2024_03.52.csv",CANCER,SUPPORT
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",CANCER,SUPPORT
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",CANCER,SUPPORT
R_2XQfn6d4kfaYJsB,5,"Implicit 19_July 3, 2024_03.52.csv",CANCER,ENDURANCE
R_8uFmlaE7MDj8I9j,4,"Implicit 19_July 3, 2024_03.52.csv",CANCER,ENDURANCE
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",CANCER,ENDURANCE
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",CANCER,PROGRESS
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",CANCER,PROGRESS
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",CANCER,PROGRESS
R_2XQfn6d4kfaYJsB,3,"Implicit 19_July 3, 2024_03.52.csv",CANCER,HOPE
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",CANCER,HOPE
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",CANCER,HOPE
R_2XQfn6d4kfaYJsB,2,"Implicit 19_July 3, 2024_03.52.csv",CANCER,NAVIGATION
R_8uFmlaE7MDj8I9j,0,"Implicit 19_July 3, 2024_03.52.csv",CANCER,NAVIGATION
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",CANCER,NAVIGATION
R_2XQfn6d4kfaYJsB,1,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,DIAGNOSIS
R_8uFmlaE7MDj8I9j,3,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,DIAGNOSIS
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,DIAGNOSIS
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,HARM
R_8uFmlaE7MDj8I9j,4,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,HARM
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,HARM
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,SUSCEPTIBILITY
R_8uFmlaE7MDj8I9j,0,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,SUSCEPTIBILITY
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,SUSCEPTIBILITY
R_2XQfn6d4kfaYJsB,5,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,CURING
R_8uFmlaE7MDj8I9j,4,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,CURING
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,CURING
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,DAMAGE
R_8uFmlaE7MDj8I9j,4,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,DAMAGE
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,DAMAGE
R_2XQfn6d4kfaYJsB,6,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,TREATMENT
R_8uFmlaE7MDj8I9j,3,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,TREATMENT
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,TREATMENT
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,VULNERABILITY
R_8uFmlaE7MDj8I9j,0,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,VULNERABILITY
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,VULNERABILITY
R_2XQfn6d4kfaYJsB,3,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,PREVENTION
R_8uFmlaE7MDj8I9j,0,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,PREVENTION
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",PHYSICAL AFFLICTION,PREVENTION
R_2XQfn6d4kfaYJsB,1,"Implicit 19_July 3, 2024_03.52.csv",BIOLOGICAL ENTITY,CIRCULATORY SYSTEM
R_8uFmlaE7MDj8I9j,0,"Implicit 19_July 3, 2024_03.52.csv",BIOLOGICAL ENTITY,CIRCULATORY SYSTEM
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",BIOLOGICAL ENTITY,CIRCULATORY SYSTEM
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",BIOLOGICAL ENTITY,ORGANISMIC INTERACTIONS
R_8uFmlaE7MDj8I9j,5,"Implicit 19_July 3, 2024_03.52.csv",BIOLOGICAL ENTITY,ORGANISMIC INTERACTIONS
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",BIOLOGICAL ENTITY,ORGANISMIC INTERACTIONS
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",BIOLOGICAL ENTITY,METABOLISM
R_8uFmlaE7MDj8I9j,4,"Implicit 19_July 3, 2024_03.52.csv",BIOLOGICAL ENTITY,METABOLISM
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",BIOLOGICAL ENTITY,METABOLISM
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",BIOLOGICAL ENTITY,COMMUNICATION CHANNELS
R_8uFmlaE7MDj8I9j,0,"Implicit 19_July 3, 2024_03.52.csv",BIOLOGICAL ENTITY,COMMUNICATION CHANNELS
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",BIOLOGICAL ENTITY,COMMUNICATION CHANNELS
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",BIOLOGICAL ENTITY,GROWTH AND EVOLUTION
R_8uFmlaE7MDj8I9j,5,"Implicit 19_July 3, 2024_03.52.csv",BIOLOGICAL ENTITY,GROWTH AND EVOLUTION
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",BIOLOGICAL ENTITY,GROWTH AND EVOLUTION
R_2XQfn6d4kfaYJsB,6,"Implicit 19_July 3, 2024_03.52.csv",BIOLOGICAL ENTITY,PROCESSING INFORMATION
R_8uFmlaE7MDj8I9j,0,"Implicit 19_July 3, 2024_03.52.csv",BIOLOGICAL ENTITY,PROCESSING INFORMATION
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",BIOLOGICAL ENTITY,PROCESSING INFORMATION
R_2XQfn6d4kfaYJsB,1,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,EQUILIBRIUM
R_8uFmlaE7MDj8I9j,0,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,EQUILIBRIUM
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,EQUILIBRIUM
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,HEIGHT
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,HEIGHT
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,HEIGHT
R_2XQfn6d4kfaYJsB,5,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,SUPPORTING STRUCTURE
R_8uFmlaE7MDj8I9j,0,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,SUPPORTING STRUCTURE
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,SUPPORTING STRUCTURE
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,MOVEMENT
R_8uFmlaE7MDj8I9j,4,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,MOVEMENT
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,MOVEMENT
R_2XQfn6d4kfaYJsB,4,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,ENERGY
R_8uFmlaE7MDj8I9j,0,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,ENERGY
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,ENERGY
R_2XQfn6d4kfaYJsB,2,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,EFFORT
R_8uFmlaE7MDj8I9j,4,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,EFFORT
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,EFFORT
R_2XQfn6d4kfaYJsB,1,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,BALANCE
R_8uFmlaE7MDj8I9j,3,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,BALANCE
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,BALANCE
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,ELEVATION
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,ELEVATION
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,ELEVATION
R_2XQfn6d4kfaYJsB,1,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,STABILITY
R_8uFmlaE7MDj8I9j,3,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,STABILITY
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,STABILITY
R_2XQfn6d4kfaYJsB,6,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,GRAVITY
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,GRAVITY
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",VERTICALITY,GRAVITY
R_2XQfn6d4kfaYJsB,1,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,MAGNITUDE OF RESPONSE
R_8uFmlaE7MDj8I9j,0,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,MAGNITUDE OF RESPONSE
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,MAGNITUDE OF RESPONSE
R_2XQfn6d4kfaYJsB,5,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,AVERSION
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,AVERSION
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,AVERSION
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,JUDGER
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,JUDGER
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,JUDGER
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,PHYSICAL AND EMOTIONAL REACTION
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,PHYSICAL AND EMOTIONAL REACTION
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,PHYSICAL AND EMOTIONAL REACTION
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,COMMUNICATION OF DISAPPROVAL
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,COMMUNICATION OF DISAPPROVAL
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,COMMUNICATION OF DISAPPROVAL
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,SOURCE OF BADNESS
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,SOURCE OF BADNESS
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,SOURCE OF BADNESS
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,JUDGMENT
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,JUDGMENT
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,JUDGMENT
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,EVALUATION
R_8uFmlaE7MDj8I9j,1,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,EVALUATION
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,EVALUATION
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,NEGATIVE STIMULUS
R_8uFmlaE7MDj8I9j,3,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,NEGATIVE STIMULUS
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",BADNESS,NEGATIVE STIMULUS
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,DELIBERATION
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,DELIBERATION
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,DELIBERATION
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,CONSEQUENCES
R_8uFmlaE7MDj8I9j,3,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,CONSEQUENCES
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,CONSEQUENCES
R_2XQfn6d4kfaYJsB,3,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,EQUILIBRIUM
R_8uFmlaE7MDj8I9j,3,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,EQUILIBRIUM
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,EQUILIBRIUM
R_2XQfn6d4kfaYJsB,5,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,COMPARISON
R_8uFmlaE7MDj8I9j,0,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,COMPARISON
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,COMPARISON
R_2XQfn6d4kfaYJsB,5,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,CRITERIA
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,CRITERIA
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,CRITERIA
R_2XQfn6d4kfaYJsB,5,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,PRIORITIZATION
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,PRIORITIZATION
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,PRIORITIZATION
R_2XQfn6d4kfaYJsB,3,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,BALANCE
R_8uFmlaE7MDj8I9j,3,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,BALANCE
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,BALANCE
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,OPTIONS
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,OPTIONS
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,OPTIONS
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,JUDGMENT
R_8uFmlaE7MDj8I9j,0,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,JUDGMENT
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,JUDGMENT
R_2XQfn6d4kfaYJsB,5,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,EVALUATION
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,EVALUATION
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",DECISION MAKING,EVALUATION
R_2XQfn6d4kfaYJsB,5,"Implicit 19_July 3, 2024_03.52.csv",MAKING,SKILL/EXPERTISE
R_8uFmlaE7MDj8I9j,0,"Implicit 19_July 3, 2024_03.52.csv",MAKING,SKILL/EXPERTISE
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",MAKING,SKILL/EXPERTISE
R_2XQfn6d4kfaYJsB,2,"Implicit 19_July 3, 2024_03.52.csv",MAKING,AUDIENCE/RECEPTION
R_8uFmlaE7MDj8I9j,0,"Implicit 19_July 3, 2024_03.52.csv",MAKING,AUDIENCE/RECEPTION
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",MAKING,AUDIENCE/RECEPTION
R_2XQfn6d4kfaYJsB,3,"Implicit 19_July 3, 2024_03.52.csv",MAKING,ORIGINALITY
R_8uFmlaE7MDj8I9j,0,"Implicit 19_July 3, 2024_03.52.csv",MAKING,ORIGINALITY
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",MAKING,ORIGINALITY
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",MAKING,INTENTION/PURPOSE
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",MAKING,INTENTION/PURPOSE
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",MAKING,INTENTION/PURPOSE
R_2XQfn6d4kfaYJsB,2,"Implicit 19_July 3, 2024_03.52.csv",MAKING,QUALITY
R_8uFmlaE7MDj8I9j,0,"Implicit 19_July 3, 2024_03.52.csv",MAKING,QUALITY
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",MAKING,QUALITY
R_2XQfn6d4kfaYJsB,3,"Implicit 19_July 3, 2024_03.52.csv",MAKING,INSPIRATION
R_8uFmlaE7MDj8I9j,0,"Implicit 19_July 3, 2024_03.52.csv",MAKING,INSPIRATION
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",MAKING,INSPIRATION
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",SOCIAL CLASS,COMPARISON
R_8uFmlaE7MDj8I9j,3,"Implicit 19_July 3, 2024_03.52.csv",SOCIAL CLASS,COMPARISON
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",SOCIAL CLASS,COMPARISON
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",SOCIAL CLASS,HIERARCHY
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",SOCIAL CLASS,HIERARCHY
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",SOCIAL CLASS,HIERARCHY
R_2XQfn6d4kfaYJsB,1,"Implicit 19_July 3, 2024_03.52.csv",SOCIAL CLASS,EQUILIBRIUM
R_8uFmlaE7MDj8I9j,0,"Implicit 19_July 3, 2024_03.52.csv",SOCIAL CLASS,EQUILIBRIUM
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",SOCIAL CLASS,EQUILIBRIUM
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,UTILITY
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,UTILITY
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,UTILITY
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,VALUE
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,VALUE
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,VALUE
R_2XQfn6d4kfaYJsB,5,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,INVESTMENT
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,INVESTMENT
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,INVESTMENT
R_2XQfn6d4kfaYJsB,5,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,CONSERVATION
R_8uFmlaE7MDj8I9j,3,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,CONSERVATION
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,CONSERVATION
R_2XQfn6d4kfaYJsB,5,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,MANAGEMENT
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,MANAGEMENT
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,MANAGEMENT
R_2XQfn6d4kfaYJsB,5,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,EXPENDITURE
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,EXPENDITURE
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,EXPENDITURE
R_2XQfn6d4kfaYJsB,5,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,ABUNDANCE
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,ABUNDANCE
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,ABUNDANCE
R_2XQfn6d4kfaYJsB,5,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,SCARCITY
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,SCARCITY
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,SCARCITY
R_2XQfn6d4kfaYJsB,5,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,PLANNING
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,PLANNING
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,PLANNING
R_2XQfn6d4kfaYJsB,5,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,ALLOCATION
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,ALLOCATION
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",RESOURCE,ALLOCATION
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",IMMORALITY,MORAL JUDGMENT
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",IMMORALITY,MORAL JUDGMENT
R_8VEGIRK5xXR1BGG,,"Implicit 19_July 3, 2024_03.52.csv",IMMORALITY,MORAL JUDGMENT
R_2XQfn6d4kfaYJsB,7,"Implicit 19_July 3, 2024_03.52.csv",IMMORALITY,TRANSGRESSION
R_8uFmlaE7MDj8I9j,7,"Implicit 19_July 3, 2024_03.52.csv",IMMORALITY,TRANSGRESSION
